scenario,mode,vdd_v,initial_rvt_stages,initial_lvt_stages,capture_phase_s,sample_time_s,rvt_crossings_s,lvt_crossings_s,vdd_a_min_v,raw_xor_word,latch_word,captured_xor_word,corrected_xor_word,raw_bubble_count,start_index,end_index,one_run_length,valid,run_count,bubble_count,touches_left_boundary,touches_right_boundary,phase_id,phase_multiplier,case_id,glitch_depth_v,glitch_width_s,glitch_start_s,glitch_onset_rel_s,full_word_changed,encoded_state_changed,boundary_distance,jitter_boundary_distance,jitter_envelope,jitter_aware_detected
scenarios/175_glitch_medium_200mv_200ps_phi_m04_o0175_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.284202456e-09,1.317634289e-09,1.349553497e-09,1.381455504e-09,1.413428811e-09,1.445219609e-09,1.47721862e-09,1.495930383e-09,1.515216133e-09,1.53444041e-09,1.553795145e-09,1.573150588e-09,1.592385091e-09,1.611705472e-09,1.631070931e-09,1.650441226e-09,1.669747459e-09,1.689050327e-09,1.70713113e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278207745e-09,1.297452976e-09,1.316167076e-09,1.334697663e-09,1.35333947e-09,1.371892897e-09,1.390536526e-09,1.409075709e-09,1.425559759e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.280145225e-09,2.8014522499999994e-10,0,0,0,0,2,0
scenarios/179_glitch_medium_200mv_200ps_phi_p04_o0179_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.284307147e-09,1.317704071e-09,1.3497017e-09,1.381545507e-09,1.413474898e-09,1.445513377e-09,1.477356382e-09,1.495988687e-09,1.515264407e-09,1.534579119e-09,1.553866454e-09,1.573140603e-09,1.592483206e-09,1.611800581e-09,1.6310664e-09,1.650376187e-09,1.669799916e-09,1.689072917e-09,1.707158559e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.297507861e-09,1.316195464e-09,1.33475772e-09,1.353325283e-09,1.371822629e-09,1.390539089e-09,1.409073997e-09,1.425457731e-09]",0.9,000000000000011111111110000000,000000000001111111111000000000,000000000000111111111000000000,000000000000111111111000000000,0,12,20,9,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.280145225e-09,2.8014522499999994e-10,1,1,3,3,2,1
scenarios/180_glitch_medium_200mv_200ps_phi_m04_o0180_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.307836959e-09,1.340195762e-09,1.372057961e-09,1.404040507e-09,1.435854939e-09,1.467751947e-09,1.49607338e-09,1.514672647e-09,1.533999159e-09,1.553330887e-09,1.572671571e-09,1.59201126e-09,1.611393216e-09,1.630778713e-09,1.650084573e-09,1.66948643e-09,1.688740712e-09,1.706678807e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.309755334e-09,1.32840175e-09,1.347095847e-09,1.365747396e-09,1.384414242e-09,1.403054322e-09,1.419644365e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.29386366e-09,2.938636599999999e-10,0,0,0,0,2,0
scenarios/184_glitch_medium_200mv_200ps_phi_p04_o0184_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.307963431e-09,1.340301481e-09,1.372228085e-09,1.404084614e-09,1.435889949e-09,1.467917284e-09,1.49612579e-09,1.514724771e-09,1.533995044e-09,1.553326102e-09,1.5726983e-09,1.5920278e-09,1.611324833e-09,1.630651333e-09,1.649992258e-09,1.669286067e-09,1.688618225e-09,1.706587571e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.3097998e-09,1.328447706e-09,1.34716168e-09,1.365679182e-09,1.384304106e-09,1.402933977e-09,1.419776102e-09]",0.9,000000000000001111111110000000,000000000000111111111000000000,000000000000111111111000000000,000000000000111111111000000000,0,12,20,9,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.29386366e-09,2.938636599999999e-10,1,1,3,3,2,1
scenarios/185_glitch_medium_200mv_200ps_phi_m04_o0185_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.331253009e-09,1.363241783e-09,1.395069732e-09,1.426994342e-09,1.458828946e-09,1.490647947e-09,1.515011866e-09,1.533984897e-09,1.553280955e-09,1.572569356e-09,1.591905962e-09,1.611273464e-09,1.630660463e-09,1.649963491e-09,1.669376052e-09,1.688634041e-09,1.706590348e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.3221831e-09,1.34096289e-09,1.359596501e-09,1.378227409e-09,1.396812628e-09,1.413236706e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.307582095e-09,3.07582095e-10,0,0,0,0,2,0
scenarios/189_glitch_medium_200mv_200ps_phi_p04_o0189_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.331264453e-09,1.363216693e-09,1.395202717e-09,1.427164208e-09,1.459079137e-09,1.490980906e-09,1.515133576e-09,1.53407573e-09,1.553387341e-09,1.572756345e-09,1.592088215e-09,1.611378042e-09,1.630699348e-09,1.65003971e-09,1.669437248e-09,1.688742849e-09,1.706745256e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.322241043e-09,1.341088713e-09,1.359384282e-09,1.378179439e-09,1.396823277e-09,1.413282388e-09]",0.9,000000000000001111111111000000,000000000000111111111100000000,000000000000111111111100000000,000000000000111111111100000000,0,12,21,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.307582095e-09,3.07582095e-10,1,1,2,2,2,0
scenarios/190_glitch_medium_200mv_200ps_phi_m04_o0190_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320266062e-09,1.354421618e-09,1.386317427e-09,1.418270027e-09,1.450028759e-09,1.482197824e-09,1.513960703e-09,1.534403202e-09,1.553598822e-09,1.572931974e-09,1.592273324e-09,1.611654586e-09,1.630946784e-09,1.650284966e-09,1.669690728e-09,1.688909986e-09,1.706886414e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.334517375e-09,1.353407004e-09,1.372023163e-09,1.390658942e-09,1.407196433e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.32130053e-09,3.2130053e-10,0,0,0,0,2,0
scenarios/194_glitch_medium_200mv_200ps_phi_p04_o0194_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.354351757e-09,1.386315678e-09,1.418307799e-09,1.450239744e-09,1.482082602e-09,1.513993881e-09,1.534350192e-09,1.553530063e-09,1.572872558e-09,1.59220586e-09,1.611507007e-09,1.630813001e-09,1.650152651e-09,1.669546275e-09,1.688862753e-09,1.706869031e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.334571214e-09,1.353362588e-09,1.371937924e-09,1.390569597e-09,1.407294404e-09]",0.9,000000000000001111111111000000,000000000000111111111100000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.32130053e-09,3.2130053e-10,0,0,0,0,2,0
scenarios/195_glitch_medium_200mv_200ps_phi_m04_o0195_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320284239e-09,1.344754674e-09,1.37764457e-09,1.409654234e-09,1.44139191e-09,1.47340739e-09,1.505146501e-09,1.535519117e-09,1.553550631e-09,1.572895048e-09,1.592241313e-09,1.611468577e-09,1.63084219e-09,1.650105669e-09,1.669363354e-09,1.688686762e-09,1.706648678e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.329149469e-09,1.346854928e-09,1.365585718e-09,1.384199776e-09,1.400689673e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.335018965e-09,3.35018965e-10,0,0,0,0,2,0
scenarios/199_glitch_medium_200mv_200ps_phi_p04_o0199_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.344724109e-09,1.37765667e-09,1.409706571e-09,1.441620051e-09,1.47342267e-09,1.505191579e-09,1.535508821e-09,1.55359065e-09,1.57290392e-09,1.592235603e-09,1.611545664e-09,1.630838148e-09,1.650176299e-09,1.669541973e-09,1.688920096e-09,1.706891131e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.346809653e-09,1.365465708e-09,1.384133658e-09,1.400826093e-09]",0.9,000000000000001111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.335018965e-09,3.35018965e-10,0,0,0,0,2,0
scenarios/200_glitch_medium_200mv_200ps_phi_m04_o0200_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320284239e-09,1.339592926e-09,1.368364969e-09,1.400358061e-09,1.432544141e-09,1.464192124e-09,1.496351189e-09,1.528045242e-09,1.554030246e-09,1.572815421e-09,1.592056839e-09,1.611372227e-09,1.630657317e-09,1.649970257e-09,1.669326231e-09,1.688690975e-09,1.706693202e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.329149469e-09,1.341826353e-09,1.358873906e-09,1.377908745e-09,1.394419774e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.3487374e-09,3.487374e-10,0,0,0,0,2,0
scenarios/204_glitch_medium_200mv_200ps_phi_p04_o0204_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.368188761e-09,1.400228028e-09,1.432351416e-09,1.464116568e-09,1.495928023e-09,1.527694904e-09,1.553728148e-09,1.572431177e-09,1.591814036e-09,1.611170699e-09,1.630463755e-09,1.649764355e-09,1.669102721e-09,1.688445985e-09,1.706532399e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341876697e-09,1.358838668e-09,1.377945948e-09,1.394579045e-09]",0.9,000000000000000111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.3487374e-09,3.487374e-10,0,0,0,0,2,0
scenarios/205_glitch_medium_200mv_200ps_phi_m04_o0205_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320284239e-09,1.339592926e-09,1.358962455e-09,1.391118173e-09,1.423289208e-09,1.454908818e-09,1.487133534e-09,1.518838409e-09,1.550755966e-09,1.572891586e-09,1.592078448e-09,1.611397881e-09,1.630568822e-09,1.649940667e-09,1.669147105e-09,1.688504674e-09,1.70654217e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.329149469e-09,1.341826353e-09,1.354621546e-09,1.371131888e-09,1.388230233e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.362455835e-09,3.6245583499999996e-10,0,0,0,0,2,0
scenarios/209_glitch_medium_200mv_200ps_phi_p04_o0209_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.358803181e-09,1.390878694e-09,1.42307458e-09,1.454877662e-09,1.486691723e-09,1.518646126e-09,1.55035756e-09,1.572551599e-09,1.591666014e-09,1.611004918e-09,1.63036295e-09,1.649745477e-09,1.669098372e-09,1.688314761e-09,1.706432689e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341876697e-09,1.354518258e-09,1.371023949e-09,1.38810199e-09]",0.9,000000000000000111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.362455835e-09,3.6245583499999996e-10,0,0,0,0,2,0
scenarios/210_glitch_medium_200mv_200ps_phi_m04_o0210_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320284239e-09,1.339592926e-09,1.358962455e-09,1.381460976e-09,1.415081901e-09,1.446546764e-09,1.478724011e-09,1.510411901e-09,1.542327006e-09,1.574374957e-09,1.592470202e-09,1.611775799e-09,1.631113239e-09,1.650522932e-09,1.669841739e-09,1.689127164e-09,1.707208788e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.329149469e-09,1.341826353e-09,1.354621546e-09,1.367362986e-09,1.380839607e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.37617427e-09,3.7617426999999995e-10,0,0,0,0,2,0
scenarios/214_glitch_medium_200mv_200ps_phi_p04_o0214_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.358803181e-09,1.381308555e-09,1.414754919e-09,1.44673973e-09,1.47854953e-09,1.510337457e-09,1.542309752e-09,1.573988759e-09,1.592442883e-09,1.61172583e-09,1.63098071e-09,1.650348521e-09,1.669722326e-09,1.689063698e-09,1.706969535e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341876697e-09,1.354518258e-09,1.367252226e-09,1.38068912e-09]",0.9,000000000000000111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.37617427e-09,3.7617426999999995e-10,0,0,0,0,2,0
scenarios/215_glitch_medium_200mv_200ps_phi_m04_o0215_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26220638e-09,1.281586789e-09,1.300945735e-09,1.320284239e-09,1.339592926e-09,1.358962455e-09,1.378305771e-09,1.405277211e-09,1.437422235e-09,1.469189668e-09,1.500954642e-09,1.532845763e-09,1.564852958e-09,1.592591243e-09,1.611157915e-09,1.630494579e-09,1.649895475e-09,1.669245173e-09,1.688523238e-09,1.706561427e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252668274e-09,1.265454483e-09,1.278205831e-09,1.290939913e-09,1.303683852e-09,1.316408325e-09,1.329149469e-09,1.341826353e-09,1.354621546e-09,1.367362986e-09,1.378790142e-09]",0.9,000000000111111110000000000000,000000011111111000000000000000,000000001111111000000000000000,000000001111111000000000000000,0,8,14,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.389892705e-09,3.8989270499999994e-10,0,0,0,0,2,0
scenarios/219_glitch_medium_200mv_200ps_phi_p04_o0219_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.358803181e-09,1.378195554e-09,1.404987376e-09,1.437192361e-09,1.468867032e-09,1.500850939e-09,1.532747492e-09,1.564349566e-09,1.592482773e-09,1.611073536e-09,1.630313966e-09,1.64963594e-09,1.668907172e-09,1.68824106e-09,1.706290688e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341876697e-09,1.354518258e-09,1.367252226e-09,1.378726944e-09]",0.9,000000000000000111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.389892705e-09,3.8989270499999994e-10,0,0,0,0,2,0
