time_s,segment,seed,n_bg_v,vdd_healthy_v
9.700000000000e-08,MARGIN,7302,-3.344277068499e-03,1.096655722932e+00
9.725000000000e-08,MARGIN,7302,-4.679658118435e-03,1.095320341882e+00
9.750000000000e-08,MARGIN,7302,-5.974669960439e-03,1.094025330040e+00
9.775000000000e-08,MARGIN,7302,-7.209978140253e-04,1.099279002186e+00
9.800000000000e-08,MARGIN,7302,-8.800555445143e-04,1.099119944455e+00
9.825000000000e-08,MARGIN,7302,-1.534035446282e-03,1.098465964554e+00
9.850000000000e-08,MARGIN,7302,-5.697863030706e-03,1.094302136969e+00
9.875000000000e-08,MARGIN,7302,-3.686245054455e-03,1.096313754946e+00
9.900000000000e-08,MARGIN,7302,-3.369621328701e-03,1.096630378671e+00
9.925000000000e-08,MARGIN,7302,-4.079075706189e-03,1.095920924294e+00
9.950000000000e-08,MARGIN,7302,-5.563177037393e-03,1.094436822963e+00
9.975000000000e-08,MARGIN,7302,-4.872091802766e-03,1.095127908197e+00
1.000000000000e-07,MARGIN,7302,-4.311397118829e-03,1.095688602881e+00
1.002500000000e-07,MARGIN,7302,-5.483193985743e-03,1.094516806014e+00
1.005000000000e-07,MARGIN,7302,-3.920705139161e-03,1.096079294861e+00
1.007500000000e-07,MARGIN,7302,-3.482466875653e-03,1.096517533124e+00
1.010000000000e-07,MARGIN,7302,-4.052522840176e-03,1.095947477160e+00
1.012500000000e-07,MARGIN,7302,-2.445831527893e-03,1.097554168472e+00
1.015000000000e-07,MARGIN,7302,6.259126225313e-05,1.100062591262e+00
1.017500000000e-07,MARGIN,7302,3.920073174850e-04,1.100392007317e+00
1.020000000000e-07,MARGIN,7302,-4.281970411548e-04,1.099571802959e+00
1.022500000000e-07,MARGIN,7302,8.878905130210e-04,1.100887890513e+00
1.025000000000e-07,MARGIN,7302,9.773166386368e-04,1.100977316639e+00
1.027500000000e-07,MARGIN,7302,-9.590210033577e-04,1.099040978997e+00
1.030000000000e-07,MARGIN,7302,-2.357803348325e-03,1.097642196652e+00
1.032500000000e-07,MARGIN,7302,1.320430243516e-03,1.101320430244e+00
1.035000000000e-07,MARGIN,7302,-2.554433858784e-03,1.097445566141e+00
1.037500000000e-07,MARGIN,7302,-7.974993146783e-04,1.099202500685e+00
1.040000000000e-07,MARGIN,7302,-6.134008757463e-04,1.099386599124e+00
1.042500000000e-07,MARGIN,7302,-1.509547884005e-03,1.098490452116e+00
1.045000000000e-07,MARGIN,7302,-5.594695252957e-03,1.094405304747e+00
1.047500000000e-07,MARGIN,7302,-3.829447152823e-03,1.096170552847e+00
1.050000000000e-07,MARGIN,7302,-9.857502285556e-04,1.099014249771e+00
1.052500000000e-07,MARGIN,7302,-5.226261481032e-03,1.094773738519e+00
1.055000000000e-07,MARGIN,7302,-5.758290740400e-03,1.094241709260e+00
1.057500000000e-07,MARGIN,7302,3.995539978234e-05,1.100039955400e+00
1.060000000000e-07,MARGIN,7302,-3.728715277201e-03,1.096271284723e+00
1.062500000000e-07,MARGIN,7302,-4.511777575377e-03,1.095488222425e+00
1.065000000000e-07,MARGIN,7302,4.157110290843e-04,1.100415711029e+00
1.067500000000e-07,MARGIN,7302,-3.633090107672e-03,1.096366909892e+00
1.070000000000e-07,MARGIN,7302,-1.062004404198e-03,1.098937995596e+00
1.072500000000e-07,MARGIN,7302,2.180547108484e-03,1.102180547108e+00
1.075000000000e-07,MARGIN,7302,-1.197388241493e-03,1.098802611759e+00
1.077500000000e-07,MARGIN,7302,-2.420820923331e-03,1.097579179077e+00
1.080000000000e-07,MARGIN,7302,-2.588966162847e-03,1.097411033837e+00
1.082500000000e-07,MARGIN,7302,-2.257051315697e-03,1.097742948684e+00
1.085000000000e-07,MARGIN,7302,-1.407819387352e-03,1.098592180613e+00
1.087500000000e-07,MARGIN,7302,-2.001138363189e-03,1.097998861637e+00
1.090000000000e-07,MARGIN,7302,-2.177572605265e-03,1.097822427395e+00
1.092500000000e-07,MARGIN,7302,-5.281035239288e-03,1.094718964761e+00
1.095000000000e-07,MARGIN,7302,-2.405484564909e-04,1.099759451544e+00
1.097500000000e-07,MARGIN,7302,-5.566913389616e-03,1.094433086610e+00
1.100000000000e-07,MARGIN,7302,-2.289310830169e-03,1.097710689170e+00
1.102500000000e-07,MARGIN,7302,-1.693648262192e-03,1.098306351738e+00
1.105000000000e-07,MARGIN,7302,-2.180651891750e-03,1.097819348108e+00
1.107500000000e-07,MARGIN,7302,7.013229470997e-04,1.100701322947e+00
1.110000000000e-07,MARGIN,7302,-3.036065822588e-04,1.099696393418e+00
1.112500000000e-07,MARGIN,7302,-1.641131030549e-03,1.098358868969e+00
1.115000000000e-07,MARGIN,7302,-3.786879785734e-04,1.099621312021e+00
1.117500000000e-07,MARGIN,7302,1.583621077240e-03,1.101583621077e+00
1.120000000000e-07,MARGIN,7302,1.891682381973e-04,1.100189168238e+00
1.122500000000e-07,MARGIN,7302,1.496284864219e-03,1.101496284864e+00
1.125000000000e-07,MARGIN,7302,3.748625570704e-03,1.103748625571e+00
1.127500000000e-07,MARGIN,7302,3.655354775375e-03,1.103655354775e+00
1.130000000000e-07,MARGIN,7302,2.291136507672e-03,1.102291136508e+00
1.132500000000e-07,MARGIN,7302,3.320685646535e-03,1.103320685647e+00
1.135000000000e-07,MARGIN,7302,4.650259392703e-03,1.104650259393e+00
1.137500000000e-07,MARGIN,7302,2.099432493241e-03,1.102099432493e+00
1.140000000000e-07,MARGIN,7302,1.615590436836e-03,1.101615590437e+00
1.142500000000e-07,MARGIN,7302,4.658140719395e-03,1.104658140719e+00
1.145000000000e-07,MARGIN,7302,1.252350741443e-03,1.101252350741e+00
1.147500000000e-07,MARGIN,7302,2.255394774654e-03,1.102255394775e+00
1.150000000000e-07,MARGIN,7302,1.440060174393e-03,1.101440060174e+00
1.152500000000e-07,MARGIN,7302,-7.537110821690e-04,1.099246288918e+00
1.155000000000e-07,MARGIN,7302,-2.053020550704e-03,1.097946979449e+00
1.157500000000e-07,MARGIN,7302,1.803853511582e-03,1.101803853512e+00
1.160000000000e-07,MARGIN,7302,1.363041808325e-03,1.101363041808e+00
1.162500000000e-07,MARGIN,7302,9.844032272921e-04,1.100984403227e+00
1.165000000000e-07,MARGIN,7302,1.033919635502e-03,1.101033919636e+00
1.167500000000e-07,MARGIN,7302,-1.339054029737e-03,1.098660945970e+00
1.170000000000e-07,MARGIN,7302,-2.123583057615e-03,1.097876416942e+00
1.172500000000e-07,MARGIN,7302,-1.261281328129e-03,1.098738718672e+00
1.175000000000e-07,MARGIN,7302,-2.570859156320e-03,1.097429140844e+00
1.177500000000e-07,MARGIN,7302,-3.083677931223e-03,1.096916322069e+00
1.180000000000e-07,MARGIN,7302,-2.035903358201e-03,1.097964096642e+00
1.182500000000e-07,MARGIN,7302,-1.098026668033e-03,1.098901973332e+00
1.185000000000e-07,MARGIN,7302,8.933645972232e-04,1.100893364597e+00
1.187500000000e-07,MARGIN,7302,8.550508760907e-04,1.100855050876e+00
1.190000000000e-07,MARGIN,7302,-4.527373873658e-03,1.095472626126e+00
1.192500000000e-07,MARGIN,7302,-2.208438280041e-03,1.097791561720e+00
1.195000000000e-07,MARGIN,7302,-3.052595413285e-04,1.099694740459e+00
1.197500000000e-07,MARGIN,7302,7.198799518760e-04,1.100719879952e+00
1.200000000000e-07,MARGIN,7302,7.680734447313e-04,1.100768073445e+00
1.202500000000e-07,MARGIN,7302,-1.309158337486e-03,1.098690841663e+00
1.205000000000e-07,MARGIN,7302,8.434826386922e-04,1.100843482639e+00
1.207500000000e-07,MARGIN,7302,1.879154403678e-03,1.101879154404e+00
1.210000000000e-07,MARGIN,7302,7.794274129661e-04,1.100779427413e+00
1.212500000000e-07,MARGIN,7302,-1.024909452587e-03,1.098975090547e+00
1.215000000000e-07,MARGIN,7302,-4.297522942963e-04,1.099570247706e+00
1.217500000000e-07,MARGIN,7302,5.913631578683e-04,1.100591363158e+00
1.220000000000e-07,MARGIN,7302,3.801743945431e-03,1.103801743945e+00
1.222500000000e-07,MARGIN,7302,1.166565771042e-03,1.101166565771e+00
1.225000000000e-07,MARGIN,7302,2.189909797390e-03,1.102189909797e+00
1.227500000000e-07,MARGIN,7302,5.301884244518e-03,1.105301884245e+00
1.230000000000e-07,MARGIN,7302,3.183430658698e-03,1.103183430659e+00
1.232500000000e-07,MARGIN,7302,3.768928722492e-03,1.103768928722e+00
1.235000000000e-07,MARGIN,7302,3.494984336477e-03,1.103494984336e+00
1.237500000000e-07,MARGIN,7302,1.552729765300e-03,1.101552729765e+00
1.240000000000e-07,MARGIN,7302,3.927541879036e-03,1.103927541879e+00
1.242500000000e-07,MARGIN,7302,1.274638883726e-03,1.101274638884e+00
1.245000000000e-07,MARGIN,7302,3.740985887052e-03,1.103740985887e+00
1.247500000000e-07,MARGIN,7302,1.675752981370e-03,1.101675752981e+00
1.250000000000e-07,MARGIN,7302,3.445051137528e-03,1.103445051138e+00
1.252500000000e-07,MARGIN,7302,3.540991641846e-03,1.103540991642e+00
1.255000000000e-07,MARGIN,7302,2.461760746085e-03,1.102461760746e+00
1.257500000000e-07,MARGIN,7302,-1.089618361857e-03,1.098910381638e+00
1.260000000000e-07,MARGIN,7302,4.311447609771e-03,1.104311447610e+00
1.262500000000e-07,MARGIN,7302,2.508263893461e-04,1.100250826389e+00
1.265000000000e-07,MARGIN,7302,1.203435334576e-03,1.101203435335e+00
1.267500000000e-07,MARGIN,7302,-6.575698822836e-05,1.099934243012e+00
1.270000000000e-07,MARGIN,7302,2.287250985795e-03,1.102287250986e+00
1.272500000000e-07,MARGIN,7302,-2.594458344833e-03,1.097405541655e+00
1.275000000000e-07,MARGIN,7302,-6.052556058659e-04,1.099394744394e+00
1.277500000000e-07,MARGIN,7302,1.699146320135e-03,1.101699146320e+00
1.280000000000e-07,MARGIN,7302,-4.475068425192e-04,1.099552493157e+00
1.282500000000e-07,MARGIN,7302,2.315155247460e-03,1.102315155247e+00
1.285000000000e-07,MARGIN,7302,4.883854679821e-04,1.100488385468e+00
1.287500000000e-07,MARGIN,7302,2.590235073245e-04,1.100259023507e+00
1.290000000000e-07,MARGIN,7302,9.366119410201e-04,1.100936611941e+00
1.292500000000e-07,MARGIN,7302,7.522416340259e-05,1.100075224163e+00
1.295000000000e-07,MARGIN,7302,6.440260321247e-04,1.100644026032e+00
1.297500000000e-07,MARGIN,7302,1.541205976058e-03,1.101541205976e+00
1.300000000000e-07,MARGIN,7302,-1.322948943845e-03,1.098677051056e+00
1.302500000000e-07,MARGIN,7302,-1.445651441312e-03,1.098554348559e+00
1.305000000000e-07,MARGIN,7302,-3.224077806372e-04,1.099677592219e+00
1.307500000000e-07,MARGIN,7302,-2.633880345862e-03,1.097366119654e+00
1.310000000000e-07,MARGIN,7302,2.687714725851e-03,1.102687714726e+00
1.312500000000e-07,MARGIN,7302,2.614365337083e-03,1.102614365337e+00
1.315000000000e-07,MARGIN,7302,-7.229770136562e-04,1.099277022986e+00
1.317500000000e-07,MARGIN,7302,-2.919538246176e-03,1.097080461754e+00
1.320000000000e-07,MARGIN,7302,3.755700030895e-05,1.100037557000e+00
1.322500000000e-07,MARGIN,7302,-4.958958338366e-04,1.099504104166e+00
1.325000000000e-07,MARGIN,7302,-2.574732814554e-03,1.097425267185e+00
1.327500000000e-07,MARGIN,7302,-3.268374869974e-04,1.099673162513e+00
1.330000000000e-07,MARGIN,7302,-2.443511642570e-03,1.097556488357e+00
1.332500000000e-07,MARGIN,7302,-6.546698864934e-04,1.099345330114e+00
1.335000000000e-07,MARGIN,7302,3.139863617325e-03,1.103139863617e+00
1.337500000000e-07,MARGIN,7302,3.931449804379e-03,1.103931449804e+00
1.340000000000e-07,MARGIN,7302,2.839869655633e-03,1.102839869656e+00
1.342500000000e-07,MARGIN,7302,3.653474514973e-03,1.103653474515e+00
1.345000000000e-07,MARGIN,7302,4.340528829286e-03,1.104340528829e+00
1.347500000000e-07,MARGIN,7302,5.983569286511e-03,1.105983569287e+00
1.350000000000e-07,MARGIN,7302,5.367683084232e-03,1.105367683084e+00
1.352500000000e-07,MARGIN,7302,6.279366520874e-03,1.106279366521e+00
1.355000000000e-07,MARGIN,7302,5.997776696566e-03,1.105997776697e+00
1.357500000000e-07,MARGIN,7302,2.088962487326e-03,1.102088962487e+00
1.360000000000e-07,MARGIN,7302,4.585379716591e-03,1.104585379717e+00
1.362500000000e-07,MARGIN,7302,3.669090637864e-03,1.103669090638e+00
1.365000000000e-07,MARGIN,7302,-7.226423437032e-04,1.099277357656e+00
1.367500000000e-07,MARGIN,7302,5.730542495553e-04,1.100573054250e+00
1.370000000000e-07,MARGIN,7302,2.290990949844e-03,1.102290990950e+00
1.372500000000e-07,MARGIN,7302,1.722480774658e-03,1.101722480775e+00
1.375000000000e-07,MARGIN,7302,8.230623396252e-04,1.100823062340e+00
1.377500000000e-07,MARGIN,7302,-2.255556371367e-04,1.099774444363e+00
1.380000000000e-07,MARGIN,7302,-1.485056379878e-03,1.098514943620e+00
1.382500000000e-07,MARGIN,7302,-4.941290321746e-04,1.099505870968e+00
1.385000000000e-07,MARGIN,7302,-1.829590584109e-03,1.098170409416e+00
1.387500000000e-07,MARGIN,7302,-3.754329877783e-03,1.096245670122e+00
1.390000000000e-07,MARGIN,7302,-5.922189448497e-04,1.099407781055e+00
1.392500000000e-07,MARGIN,7302,-1.604052824586e-03,1.098395947175e+00
1.395000000000e-07,MARGIN,7302,-2.478448374697e-03,1.097521551625e+00
1.397500000000e-07,MARGIN,7302,-2.076134442203e-03,1.097923865558e+00
1.400000000000e-07,MARGIN,7302,-3.935285480905e-03,1.096064714519e+00
1.402500000000e-07,MARGIN,7302,-1.283916000705e-03,1.098716083999e+00
1.405000000000e-07,MARGIN,7302,-5.036851306783e-04,1.099496314869e+00
1.407500000000e-07,MARGIN,7302,-5.342437356758e-03,1.094657562643e+00
1.410000000000e-07,MARGIN,7302,-2.168936447285e-03,1.097831063553e+00
1.412500000000e-07,MARGIN,7302,-2.065154322650e-03,1.097934845677e+00
1.415000000000e-07,MARGIN,7302,-5.796512231865e-03,1.094203487768e+00
1.417500000000e-07,MARGIN,7302,-4.232631203023e-03,1.095767368797e+00
1.420000000000e-07,MARGIN,7302,-2.751687818797e-03,1.097248312181e+00
1.422500000000e-07,MARGIN,7302,-6.175781351590e-03,1.093824218648e+00
1.425000000000e-07,MARGIN,7302,-6.011831941717e-03,1.093988168058e+00
1.427500000000e-07,MARGIN,7302,-4.660748074519e-03,1.095339251925e+00
1.430000000000e-07,MARGIN,7302,-2.751606380370e-03,1.097248393620e+00
1.432500000000e-07,MARGIN,7302,-2.069780381864e-03,1.097930219618e+00
1.435000000000e-07,MARGIN,7302,-6.682883418301e-03,1.093317116582e+00
1.437500000000e-07,MARGIN,7302,-4.516605024654e-03,1.095483394975e+00
1.440000000000e-07,MARGIN,7302,-2.141312208051e-03,1.097858687792e+00
1.442500000000e-07,MARGIN,7302,-1.964981271513e-03,1.098035018728e+00
1.445000000000e-07,MARGIN,7302,-5.071340494322e-03,1.094928659506e+00
1.447500000000e-07,MARGIN,7302,-3.447768523812e-03,1.096552231476e+00
1.450000000000e-07,MARGIN,7302,-3.752574829338e-03,1.096247425171e+00
1.452500000000e-07,MARGIN,7302,-4.344413631929e-03,1.095655586368e+00
1.455000000000e-07,MARGIN,7302,-3.702084480159e-03,1.096297915520e+00
1.457500000000e-07,MARGIN,7302,-7.244127214915e-04,1.099275587279e+00
1.460000000000e-07,MARGIN,7302,-3.595480062589e-03,1.096404519937e+00
1.462500000000e-07,MARGIN,7302,1.799373723565e-03,1.101799373724e+00
1.465000000000e-07,MARGIN,7302,-2.109206578346e-03,1.097890793422e+00
1.467500000000e-07,MARGIN,7302,2.445142585279e-03,1.102445142585e+00
1.470000000000e-07,MARGIN,7302,1.240131432997e-03,1.101240131433e+00
1.472500000000e-07,MARGIN,7302,4.710338916541e-04,1.100471033892e+00
1.475000000000e-07,MARGIN,7302,4.172943917391e-03,1.104172943917e+00
1.477500000000e-07,MARGIN,7302,1.047308779772e-03,1.101047308780e+00
1.480000000000e-07,MARGIN,7302,3.844719367487e-03,1.103844719367e+00
1.482500000000e-07,MARGIN,7302,-1.782111881797e-05,1.099982178881e+00
1.485000000000e-07,MARGIN,7302,2.439255664312e-03,1.102439255664e+00
1.487500000000e-07,MARGIN,7302,3.185339245616e-04,1.100318533925e+00
1.490000000000e-07,MARGIN,7302,2.504929282271e-03,1.102504929282e+00
1.492500000000e-07,MARGIN,7302,3.760596694756e-03,1.103760596695e+00
1.495000000000e-07,MARGIN,7302,3.209280075043e-03,1.103209280075e+00
1.497500000000e-07,MARGIN,7302,5.714371782690e-03,1.105714371783e+00
1.500000000000e-07,MARGIN,7302,6.241943394592e-03,1.106241943395e+00
1.502500000000e-07,MARGIN,7302,5.177782549775e-03,1.105177782550e+00
1.505000000000e-07,MARGIN,7302,3.368877845754e-03,1.103368877846e+00
1.507500000000e-07,MARGIN,7302,-1.034883365279e-03,1.098965116635e+00
1.510000000000e-07,MARGIN,7302,2.315616653317e-05,1.100023156167e+00
1.512500000000e-07,MARGIN,7302,-1.347602432485e-04,1.099865239757e+00
1.515000000000e-07,MARGIN,7302,8.097690311463e-04,1.100809769031e+00
1.517500000000e-07,MARGIN,7302,5.131358488207e-04,1.100513135849e+00
1.520000000000e-07,MARGIN,7302,-4.294451627204e-03,1.095705548373e+00
1.522500000000e-07,MARGIN,7302,-4.183137731860e-03,1.095816862268e+00
1.525000000000e-07,MARGIN,7302,-4.795169766096e-03,1.095204830234e+00
1.527500000000e-07,MARGIN,7302,-1.273301241012e-04,1.099872669876e+00
1.530000000000e-07,MARGIN,7302,-3.354898154238e-03,1.096645101846e+00
1.532500000000e-07,MARGIN,7302,-1.830914030386e-03,1.098169085970e+00
1.535000000000e-07,MARGIN,7302,-3.548474584059e-04,1.099645152542e+00
1.537500000000e-07,MARGIN,7302,1.991663988040e-03,1.101991663988e+00
1.540000000000e-07,MARGIN,7302,-5.477290892141e-04,1.099452270911e+00
1.542500000000e-07,MARGIN,7302,4.334075266769e-04,1.100433407527e+00
1.545000000000e-07,MARGIN,7302,4.198940306051e-03,1.104198940306e+00
1.547500000000e-07,MARGIN,7302,2.795457194759e-03,1.102795457195e+00
1.550000000000e-07,MARGIN,7302,3.106951918434e-03,1.103106951918e+00
1.552500000000e-07,MARGIN,7302,2.661480820943e-03,1.102661480821e+00
1.555000000000e-07,MARGIN,7302,5.579068894198e-04,1.100557906889e+00
1.557500000000e-07,MARGIN,7302,4.686381771244e-03,1.104686381771e+00
1.560000000000e-07,MARGIN,7302,2.028679196206e-03,1.102028679196e+00
1.562500000000e-07,MARGIN,7302,2.490639021954e-03,1.102490639022e+00
1.565000000000e-07,MARGIN,7302,-7.049535780275e-05,1.099929504642e+00
1.567500000000e-07,MARGIN,7302,2.041560220220e-03,1.102041560220e+00
1.570000000000e-07,MARGIN,7302,1.445095648363e-03,1.101445095648e+00
1.572500000000e-07,MARGIN,7302,5.056314516478e-04,1.100505631452e+00
1.575000000000e-07,MARGIN,7302,-1.763097871047e-03,1.098236902129e+00
1.577500000000e-07,MARGIN,7302,-2.077922996882e-03,1.097922077003e+00
1.580000000000e-07,MARGIN,7302,-1.366148909116e-03,1.098633851091e+00
1.582500000000e-07,MARGIN,7302,-2.049957769834e-03,1.097950042230e+00
1.585000000000e-07,MARGIN,7302,-8.916167128307e-04,1.099108383287e+00
1.587500000000e-07,MARGIN,7302,-1.316259582164e-03,1.098683740418e+00
1.590000000000e-07,MARGIN,7302,8.779573372259e-04,1.100877957337e+00
1.592500000000e-07,MARGIN,7302,-5.159916008473e-04,1.099484008399e+00
1.595000000000e-07,MARGIN,7302,-5.181325888994e-03,1.094818674111e+00
1.597500000000e-07,MARGIN,7302,-5.943091411787e-03,1.094056908588e+00
1.600000000000e-07,MARGIN,7302,-5.694087722930e-03,1.094305912277e+00
1.602500000000e-07,MARGIN,7302,-5.049904203795e-03,1.094950095796e+00
1.605000000000e-07,MARGIN,7302,-8.086769025744e-04,1.099191323097e+00
1.607500000000e-07,MARGIN,7302,-2.467320510924e-03,1.097532679489e+00
1.610000000000e-07,MARGIN,7302,4.083401417842e-04,1.100408340142e+00
1.612500000000e-07,MARGIN,7302,2.801243454981e-03,1.102801243455e+00
1.615000000000e-07,MARGIN,7302,3.727725521847e-03,1.103727725522e+00
1.617500000000e-07,MARGIN,7302,5.317497966764e-03,1.105317497967e+00
1.620000000000e-07,MARGIN,7302,2.431717743799e-03,1.102431717744e+00
1.622500000000e-07,MARGIN,7302,6.961746221596e-03,1.106961746222e+00
1.625000000000e-07,MARGIN,7302,5.065268937031e-03,1.105065268937e+00
1.627500000000e-07,MARGIN,7302,4.593044888520e-03,1.104593044889e+00
1.630000000000e-07,MARGIN,7302,2.980601107062e-03,1.102980601107e+00
1.632500000000e-07,MARGIN,7302,5.724028407652e-03,1.105724028408e+00
1.635000000000e-07,MARGIN,7302,3.260439530165e-03,1.103260439530e+00
1.637500000000e-07,MARGIN,7302,7.027964716026e-03,1.107027964716e+00
1.640000000000e-07,MARGIN,7302,7.066249793132e-03,1.107066249793e+00
1.642500000000e-07,MARGIN,7302,5.437861537903e-03,1.105437861538e+00
1.645000000000e-07,MARGIN,7302,4.072460359806e-03,1.104072460360e+00
1.647500000000e-07,MARGIN,7302,5.495614178289e-03,1.105495614178e+00
1.650000000000e-07,MARGIN,7302,3.624066293074e-03,1.103624066293e+00
1.700000000000e-07,FPR,7303,3.199984722988e-03,1.103199984723e+00
1.702500000000e-07,FPR,7303,4.207964924175e-03,1.104207964924e+00
1.705000000000e-07,FPR,7303,2.037888723020e-03,1.102037888723e+00
1.707500000000e-07,FPR,7303,2.995287394878e-03,1.102995287395e+00
1.710000000000e-07,FPR,7303,9.859832827987e-04,1.100985983283e+00
1.712500000000e-07,FPR,7303,1.450196859742e-03,1.101450196860e+00
1.715000000000e-07,FPR,7303,-6.803060188325e-04,1.099319693981e+00
1.717500000000e-07,FPR,7303,-4.410647806057e-04,1.099558935219e+00
1.720000000000e-07,FPR,7303,9.415253242350e-04,1.100941525324e+00
1.722500000000e-07,FPR,7303,-1.861708427380e-03,1.098138291573e+00
1.725000000000e-07,FPR,7303,-2.982713176956e-03,1.097017286823e+00
1.727500000000e-07,FPR,7303,-1.132788252228e-03,1.098867211748e+00
1.730000000000e-07,FPR,7303,5.971847800865e-04,1.100597184780e+00
1.732500000000e-07,FPR,7303,-2.422182865149e-04,1.099757781713e+00
1.735000000000e-07,FPR,7303,1.317604266420e-03,1.101317604266e+00
1.737500000000e-07,FPR,7303,-1.622100391247e-03,1.098377899609e+00
1.740000000000e-07,FPR,7303,3.520090154671e-05,1.100035200902e+00
1.742500000000e-07,FPR,7303,-5.402466871669e-04,1.099459753313e+00
1.745000000000e-07,FPR,7303,-2.819658835541e-03,1.097180341164e+00
1.747500000000e-07,FPR,7303,-4.366249064404e-03,1.095633750936e+00
1.750000000000e-07,FPR,7303,3.617212549542e-04,1.100361721255e+00
1.752500000000e-07,FPR,7303,-3.771543246564e-03,1.096228456753e+00
1.755000000000e-07,FPR,7303,-3.459980077346e-03,1.096540019923e+00
1.757500000000e-07,FPR,7303,-4.661779582560e-04,1.099533822042e+00
1.760000000000e-07,FPR,7303,-1.577422065491e-03,1.098422577935e+00
1.762500000000e-07,FPR,7303,-4.482736706821e-03,1.095517263293e+00
1.765000000000e-07,FPR,7303,-4.735261421081e-03,1.095264738579e+00
1.767500000000e-07,FPR,7303,-5.336048185182e-04,1.099466395181e+00
1.770000000000e-07,FPR,7303,-2.260630232810e-03,1.097739369767e+00
1.772500000000e-07,FPR,7303,-5.000399941911e-03,1.094999600058e+00
1.775000000000e-07,FPR,7303,-2.289520661222e-03,1.097710479339e+00
1.777500000000e-07,FPR,7303,-4.986584519225e-03,1.095013415481e+00
1.780000000000e-07,FPR,7303,-2.998067997344e-03,1.097001932003e+00
1.782500000000e-07,FPR,7303,-6.709619588785e-03,1.093290380411e+00
1.785000000000e-07,FPR,7303,-5.672184330907e-03,1.094327815669e+00
1.787500000000e-07,FPR,7303,-2.940821618878e-03,1.097059178381e+00
1.790000000000e-07,FPR,7303,-6.947224482529e-03,1.093052775517e+00
1.792500000000e-07,FPR,7303,-4.968479264830e-03,1.095031520735e+00
1.795000000000e-07,FPR,7303,-4.832429242468e-03,1.095167570758e+00
1.797500000000e-07,FPR,7303,-4.028051024797e-03,1.095971948975e+00
1.800000000000e-07,FPR,7303,-2.528055148902e-03,1.097471944851e+00
1.802500000000e-07,FPR,7303,-5.029650163810e-03,1.094970349836e+00
1.805000000000e-07,FPR,7303,-2.741944347836e-03,1.097258055652e+00
1.807500000000e-07,FPR,7303,-2.692326565862e-03,1.097307673434e+00
1.810000000000e-07,FPR,7303,-5.428464571269e-03,1.094571535429e+00
1.812500000000e-07,FPR,7303,-2.743285914325e-03,1.097256714086e+00
1.815000000000e-07,FPR,7303,1.797031264774e-04,1.100179703126e+00
1.817500000000e-07,FPR,7303,-4.000197040195e-03,1.095999802960e+00
1.820000000000e-07,FPR,7303,1.272271653963e-03,1.101272271654e+00
1.822500000000e-07,FPR,7303,1.186595464431e-03,1.101186595464e+00
1.825000000000e-07,FPR,7303,-1.984920770767e-03,1.098015079229e+00
1.827500000000e-07,FPR,7303,2.272340345718e-03,1.102272340346e+00
1.830000000000e-07,FPR,7303,-2.851906646519e-03,1.097148093353e+00
1.832500000000e-07,FPR,7303,1.299941995155e-03,1.101299941995e+00
1.835000000000e-07,FPR,7303,2.147628811279e-03,1.102147628811e+00
1.837500000000e-07,FPR,7303,5.901038144179e-04,1.100590103814e+00
1.840000000000e-07,FPR,7303,7.965295445840e-04,1.100796529545e+00
1.842500000000e-07,FPR,7303,-3.388358515995e-04,1.099661164148e+00
1.845000000000e-07,FPR,7303,4.187372968302e-03,1.104187372968e+00
1.847500000000e-07,FPR,7303,-4.131690017741e-04,1.099586830998e+00
1.850000000000e-07,FPR,7303,4.319005760494e-03,1.104319005760e+00
1.852500000000e-07,FPR,7303,1.572185604593e-03,1.101572185605e+00
1.855000000000e-07,FPR,7303,4.217001789818e-04,1.100421700179e+00
1.857500000000e-07,FPR,7303,5.393784574380e-03,1.105393784574e+00
1.860000000000e-07,FPR,7303,1.505892567281e-03,1.101505892567e+00
1.862500000000e-07,FPR,7303,3.101486089455e-03,1.103101486089e+00
1.865000000000e-07,FPR,7303,5.514261945265e-03,1.105514261945e+00
1.867500000000e-07,FPR,7303,4.988592877778e-03,1.104988592878e+00
1.870000000000e-07,FPR,7303,3.433177637823e-03,1.103433177638e+00
1.872500000000e-07,FPR,7303,6.131902867617e-03,1.106131902868e+00
1.875000000000e-07,FPR,7303,6.712466506921e-03,1.106712466507e+00
1.877500000000e-07,FPR,7303,4.137358145975e-03,1.104137358146e+00
1.880000000000e-07,FPR,7303,3.140054084327e-03,1.103140054084e+00
1.882500000000e-07,FPR,7303,3.861750633369e-03,1.103861750633e+00
1.885000000000e-07,FPR,7303,3.235796305040e-03,1.103235796305e+00
1.887500000000e-07,FPR,7303,5.903480010693e-03,1.105903480011e+00
1.890000000000e-07,FPR,7303,3.693534508996e-03,1.103693534509e+00
1.892500000000e-07,FPR,7303,1.958785717560e-03,1.101958785718e+00
1.895000000000e-07,FPR,7303,3.931593756406e-03,1.103931593756e+00
1.897500000000e-07,FPR,7303,1.015279822829e-03,1.101015279823e+00
1.900000000000e-07,FPR,7303,2.143584218155e-03,1.102143584218e+00
1.902500000000e-07,FPR,7303,-7.195640411112e-04,1.099280435959e+00
1.905000000000e-07,FPR,7303,2.474437733867e-03,1.102474437734e+00
1.907500000000e-07,FPR,7303,3.473533550557e-03,1.103473533551e+00
